week,category,avg_price,total_quantity
0,0,1.2682417945625455,916.0
0,1,1.2433743083946525,2464.0
0,2,1.1812055929749194,593.0
0,3,0.1,1786.0
1,0,2.0398873437157055,337.0
1,1,1.741024206173928,757.0
1,2,1.7207935048981868,196.0
1,3,0.1,48985.0
2,0,5.712354023746111,260.0
2,1,2.6915880290736074,497.0
2,2,3.179318833926087,151.0
2,3,0.1,44009.0
3,0,5.712354023746111,0.0
3,1,6.826791843118735,374.0
3,2,23.493700645866998,101.0
3,3,0.1,31382.0
4,0,5.712354023746111,0.0
4,1,6.826791843118735,0.0
4,2,23.493700645866998,0.0
4,3,0.12433743083946525,15112.0
5,0,5.712354023746111,0.0
5,1,6.826791843118735,0.0
5,2,23.493700645866998,0.0
5,3,0.1608437249475226,17319.0
6,0,5.712354023746111,0.0
6,1,0.1,112.0
6,2,23.493700645866998,0.0
6,3,0.1,5691.0
7,0,5.712354023746111,0.0
7,1,0.11950925686223111,14422.0
7,2,23.493700645866998,0.0
7,3,0.11950925686223111,9312.0
8,0,5.712354023746111,0.0
8,1,0.14568111725277988,20726.0
8,2,23.493700645866998,0.0
8,3,0.14859473959783548,13965.0
9,0,5.712354023746111,0.0
9,1,0.17758446902974065,13593.0
9,2,23.493700645866998,0.0
9,3,0.18113615841033545,8367.0
10,0,5.712354023746111,0.0
10,1,0.21647447682498566,12293.0
10,2,23.493700645866998,0.0
10,3,0.2252200456887151,8201.0
11,0,5.712354023746111,0.0
11,1,0.2638811793209419,9965.0
11,2,23.493700645866998,0.0
11,3,0.27454197896550797,6148.0
12,0,5.712354023746111,0.0
12,1,0.32810307883654144,8558.0
12,2,23.493700645866998,0.0
12,3,0.34413969527352956,5603.0
13,0,5.712354023746111,0.0
13,1,0.39211355125965097,5650.0
13,2,23.493700645866998,0.0
13,3,0.4313807684683329,3781.0
14,0,5.712354023746111,0.0
14,1,0.48754391560963967,4668.0
14,2,23.493700645866998,0.0
14,3,0.5805817180434614,3063.0
15,0,0.1,156.0
15,1,0.12205373776276753,0.0
15,2,23.493700645866998,0.0
15,3,0.14534520172470095,0.0
16,0,0.12189944199947574,7977.0
16,1,0.1458655149728598,14807.0
16,2,23.493700645866998,0.0
16,3,0.18071848967293128,7928.0
17,0,0.14859473959783548,7525.0
17,1,0.1778092488215778,16033.0
17,2,23.493700645866998,0.0
17,3,0.22919474165343123,7870.0
18,0,0.18113615841033545,6838.0
18,1,0.22108345177970198,14614.0
18,2,23.493700645866998,0.0
18,3,0.2964878374680236,6336.0
19,0,0.21647447682498566,4571.0
19,1,0.26421519026729096,9770.0
19,2,23.493700645866998,0.0
19,3,0.3572173537035938,3931.0
20,0,0.2691588029073608,4118.0
20,1,0.32851837946595447,8487.0
20,2,23.493700645866998,0.0
20,3,0.4903828767745908,3649.0
21,0,0.34135844322153774,4197.0
21,1,0.41664073912068145,7934.0
21,2,23.493700645866998,0.0
21,3,0.5771767934677872,2600.0
22,0,0.39211355125965097,1711.0
22,1,0.48816103049846415,3812.0
22,2,23.493700645866998,0.0
22,3,0.7035752905876991,1678.0
23,0,0.48754391560963967,2026.0
23,1,0.6069668836812488,3683.0
23,2,23.493700645866998,0.0
23,3,0.811865283985621,1587.0
24,0,0.6183235704608198,1880.0
24,1,0.7546870292156302,3392.0
24,2,23.493700645866998,0.0
24,3,0.1,1648.0
25,0,0.8158648199242614,554.0
25,1,0.9762681449108173,1043.0
25,2,23.493700645866998,0.0
25,3,0.13194787630628724,30889.0
26,0,1.1652558675863185,531.0
26,1,1.313928385949903,934.0
26,2,23.493700645866998,0.0
26,3,0.1,23377.0
27,0,1.911725761447315,292.0
27,1,1.9141455525532358,526.0
27,2,23.493700645866998,0.0
27,3,0.1,32611.0
28,0,7.063776162219536,241.0
28,1,3.7530193066926683,409.0
28,2,23.493700645866998,0.0
28,3,0.1,24739.0
29,0,7.063776162219536,0.0
29,1,0.1,316.0
29,2,23.493700645866998,0.0
29,3,0.1,0.0
30,0,7.063776162219536,0.0
30,1,0.12189944199947574,19518.0
30,2,23.493700645866998,0.0
30,3,0.12936066304537963,12637.0
31,0,7.063776162219536,0.0
31,1,0.14282462475762733,13555.0
31,2,23.493700645866998,0.0
31,3,0.15768992641913981,8883.0
32,0,7.063776162219536,0.0
32,1,0.16734181143540253,12617.0
32,2,23.493700645866998,0.0
32,3,0.18845405921011302,7298.0
33,0,7.063776162219536,0.0
33,1,0.20398873437157056,12075.0
33,2,23.493700645866998,0.0
33,3,0.2315961495036278,7133.0
34,0,7.063776162219536,0.0
34,1,0.24866112894073725,8425.0
34,2,23.493700645866998,0.0
34,3,0.2547887585783175,4311.0
35,0,7.063776162219536,0.0
35,1,0.30917885922132265,6916.0
35,2,23.493700645866998,0.0
35,3,0.3429121231314681,4851.0
36,0,7.063776162219536,0.0
36,1,0.39211355125965097,7555.0
36,2,23.493700645866998,0.0
36,3,0.1,4298.0
37,0,7.063776162219536,0.0
37,1,0.4686119911665126,1907.0
37,2,23.493700645866998,0.0
37,3,0.12433743083946525,19934.0
38,0,7.063776162219536,0.0
38,1,0.5943133126305457,2004.0
38,2,23.493700645866998,0.0
38,3,0.1498054300981828,16645.0
39,0,7.063776162219536,0.0
39,1,0.768807641785834,1929.0
39,2,23.493700645866998,0.0
39,3,0.19153746601426422,17148.0
40,0,7.063776162219536,0.0
40,1,0.975033983291865,1310.0
40,2,23.493700645866998,0.0
40,3,0.22361615775477472,11497.0
41,0,7.063776162219536,0.0
41,1,1.2865366342182156,1100.0
41,2,23.493700645866998,0.0
41,3,0.1,9681.0
42,0,7.063776162219536,0.0
42,1,1.9499602766762614,477.0
42,2,23.493700645866998,0.0
42,3,0.11950925686223111,23339.0
43,0,7.063776162219536,0.0
43,1,3.748274880268789,407.0
43,2,23.493700645866998,0.0
43,3,0.1,19477.0
44,0,7.063776162219536,0.0
44,1,0.1,305.0
44,2,23.493700645866998,0.0
44,3,0.1,0.0
45,0,7.063776162219536,0.0
45,1,0.12433743083946525,20855.0
45,2,23.493700645866998,0.0
45,3,0.12936066304537963,14072.0
46,0,7.063776162219536,0.0
46,1,0.1515666343897922,16489.0
46,2,23.493700645866998,0.0
46,3,0.16406059944647305,11150.0
47,0,7.063776162219536,0.0
47,1,0.18475888157854217,14973.0
47,2,23.493700645866998,0.0
47,3,0.20398873437157056,9106.0
48,0,7.063776162219536,0.0
48,1,0.2297244466024894,12698.0
48,2,23.493700645866998,0.0
48,3,0.25870703854994304,7264.0
49,0,7.063776162219536,0.0
49,1,0.2856334749157145,10008.0
49,2,23.493700645866998,0.0
49,3,0.3481856120859685,6172.0
50,0,7.063776162219536,0.0
50,1,0.35514932432768787,7693.0
50,2,23.493700645866998,0.0
50,3,0.5173855035962746,4327.0
51,0,7.063776162219536,0.0
51,1,0.4329250446203599,5588.0
51,2,23.493700645866998,0.0
51,3,0.6826791843118738,2098.0
